 JDAY,ELEVATION(m),DisslvedOxygen(mg/l)
  149.5000,  100.35,    4.57,
  149.5000,   98.35,    4.45,
  149.5000,   96.35,    4.23,
  149.5000,   94.35,    3.93,
  149.5000,   92.35,    3.62,
  149.5000,   90.35,    3.36,
  149.5000,   88.35,    3.18,
  149.5000,   86.35,    3.10,
  149.5000,   84.35,    3.10,
  149.5000,   82.35,    2.95,
  149.5000,   80.35,    2.55,
  149.5000,   78.35,    2.55,
  149.5000,   76.35,    2.55,
  149.5000,   74.35,    2.55,
  149.5000,   72.35,    2.55,
  149.5000,   70.35,    2.55,
  149.5000,   68.35,    2.55,
  150.5000,  123.90,  -99.00,
  150.5000,  123.80,    8.88,
  150.5000,  120.35,    8.84,
  150.5000,  118.35,    8.53,
  150.5000,  116.35,    7.61,
  150.5000,  114.35,    6.71,
  150.5000,  112.35,    5.94,
  150.5000,  110.35,    5.32,
  150.5000,  108.35,    4.92,
  150.5000,  106.35,    4.70,
  150.5000,  104.35,    4.60,
  150.5000,  102.35,    4.56,
  150.5000,  100.35,    4.51,
  150.5000,   98.35,    4.36,
  150.5000,   96.35,    4.10,
  150.5000,   94.35,    3.77,
  150.5000,   92.35,    3.45,
  150.5000,   90.35,    3.20,
  150.5000,   88.35,    3.05,
  150.5000,   86.35,    3.01,
  150.5000,   84.35,    2.97,
  150.5000,   82.35,    2.53,
  150.5000,   80.35,    2.53,
  150.5000,   78.35,    2.53,
  150.5000,   76.35,    2.53,
  150.5000,   74.35,    2.53,
  150.5000,   72.35,    2.53,
  150.5000,   70.35,    2.53,
  150.5000,   68.35,    2.53,
  151.5000,  123.90,  -99.00,
  151.5000,  123.80,    9.07,
  151.5000,  120.35,    8.93,
  151.5000,  118.35,    8.51,
  151.5000,  116.35,    7.34,
  151.5000,  114.35,    6.42,
  151.5000,  112.35,    5.72,
  151.5000,  110.35,    5.18,
  151.5000,  108.35,    4.82,
  151.5000,  106.35,    4.62,
  151.5000,  104.35,    4.53,
  151.5000,  102.35,    4.50,
  151.5000,  100.35,    4.46,
  151.5000,   98.35,    4.33,
  151.5000,   96.35,    4.09,
  151.5000,   94.35,    3.78,
  151.5000,   92.35,    3.46,
  151.5000,   90.35,    3.19,
  151.5000,   88.35,    3.02,
  151.5000,   86.35,    2.95,
  151.5000,   84.35,    2.93,
  151.5000,   82.35,    2.55,
  151.5000,   80.35,    2.45,
  151.5000,   78.35,    2.45,
  151.5000,   76.35,    2.45,
  151.5000,   74.35,    2.45,
  151.5000,   72.35,    2.45,
  151.5000,   70.35,    2.45,
  151.5000,   68.35,    2.45,
  152.5000,  123.90,  -99.00,
  152.5000,  123.80,    9.24,
  152.5000,  120.35,    9.02,
  152.5000,  118.35,    8.45,
  152.5000,  116.35,    7.12,
  152.5000,  114.35,    6.41,
  152.5000,  112.35,    5.85,
  152.5000,  110.35,    5.33,
  152.5000,  108.35,    4.88,
  152.5000,  106.35,    4.60,
  152.5000,  104.35,    4.48,
  152.5000,  102.35,    4.44,
  152.5000,  100.35,    4.39,
  152.5000,   98.35,    4.23,
  152.5000,   96.35,    3.97,
  152.5000,   94.35,    3.65,
  152.5000,   92.35,    3.35,
  152.5000,   90.35,    3.10,
  152.5000,   88.35,    2.95,
  152.5000,   86.35,    2.88,
  152.5000,   84.35,    2.86,
  152.5000,   82.35,    2.47,
  152.5000,   80.35,    2.39,
  152.5000,   78.35,    2.39,
  152.5000,   76.35,    2.39,
  152.5000,   74.35,    2.39,
  152.5000,   72.35,    2.39,
  152.5000,   70.35,    2.39,
  152.5000,   68.35,    2.39,
  153.5000,  123.90,  -99.00,
  153.5000,  123.80,    9.49,
  153.5000,  120.35,    9.39,
  153.5000,  118.35,    9.12,
  153.5000,  116.35,    7.69,
  153.5000,  114.35,    6.56,
  153.5000,  112.35,    5.78,
  153.5000,  110.35,    5.08,
  153.5000,  108.35,    4.62,
  153.5000,  106.35,    4.43,
  153.5000,  104.35,    4.39,
  153.5000,  102.35,    4.35,
  153.5000,  100.35,    4.23,
  153.5000,   98.35,    4.01,
  153.5000,   96.35,    3.71,
  153.5000,   94.35,    3.41,
  153.5000,   92.35,    3.15,
  153.5000,   90.35,    2.97,
  153.5000,   88.35,    2.85,
  153.5000,   86.35,    2.81,
  153.5000,   84.35,    2.80,
  153.5000,   82.35,    2.37,
  153.5000,   80.35,    2.34,
  153.5000,   78.35,    2.34,
  153.5000,   76.35,    2.34,
  153.5000,   74.35,    2.34,
  153.5000,   72.35,    2.34,
  153.5000,   70.35,    2.34,
  153.5000,   68.35,    2.34,
  154.5000,  123.90,  -99.00,
  154.5000,  123.80,    9.69,
  154.5000,  120.35,    9.56,
  154.5000,  118.35,    9.39,
  154.5000,  116.35,    7.97,
  154.5000,  114.35,    6.48,
  154.5000,  112.35,    5.70,
  154.5000,  110.35,    5.10,
  154.5000,  108.35,    4.66,
  154.5000,  106.35,    4.42,
  154.5000,  104.35,    4.34,
  154.5000,  102.35,    4.33,
  154.5000,  100.35,    4.33,
  154.5000,   98.35,    4.26,
  154.5000,   96.35,    4.10,
  154.5000,   94.35,    3.83,
  154.5000,   92.35,    3.51,
  154.5000,   90.35,    3.21,
  154.5000,   88.35,    2.98,
  154.5000,   86.35,    2.81,
  154.5000,   84.35,    2.82,
  154.5000,   82.35,    2.69,
  154.5000,   80.35,    2.29,
  154.5000,   78.35,    2.28,
  154.5000,   76.35,    2.28,
  154.5000,   74.35,    2.28,
  154.5000,   72.35,    2.28,
  154.5000,   70.35,    2.28,
  154.5000,   68.35,    2.28,
  155.5000,  123.90,  -99.00,
  155.5000,  123.80,   10.10,
  155.5000,  120.35,    9.97,
  155.5000,  118.35,    9.96,
  155.5000,  116.35,    8.45,
  155.5000,  114.35,    6.35,
  155.5000,  112.35,    5.50,
  155.5000,  110.35,    4.97,
  155.5000,  108.35,    4.57,
  155.5000,  106.35,    4.33,
  155.5000,  104.35,    4.27,
  155.5000,  102.35,    4.27,
  155.5000,  100.35,    4.24,
  155.5000,   98.35,    4.08,
  155.5000,   96.35,    3.80,
  155.5000,   94.35,    3.46,
  155.5000,   92.35,    3.15,
  155.5000,   90.35,    2.91,
  155.5000,   88.35,    2.76,
  155.5000,   86.35,    2.71,
  155.5000,   84.35,    2.69,
  155.5000,   82.35,    2.32,
  155.5000,   80.35,    2.23,
  155.5000,   78.35,    2.23,
  155.5000,   76.35,    2.23,
  155.5000,   74.35,    2.23,
  155.5000,   72.35,    2.23,
  155.5000,   70.35,    2.23,
  155.5000,   68.35,    2.23,
  156.5000,  123.90,  -99.00,
  156.5000,  123.80,   10.68,
  156.5000,  120.35,   10.49,
  156.5000,  118.35,    9.97,
  156.5000,  116.35,    8.15,
  156.5000,  114.35,    6.09,
  156.5000,  112.35,    5.47,
  156.5000,  110.35,    5.01,
  156.5000,  108.35,    4.55,
  156.5000,  106.35,    4.27,
  156.5000,  104.35,    4.22,
  156.5000,  102.35,    4.22,
  156.5000,  100.35,    4.18,
  156.5000,   98.35,    4.00,
  156.5000,   96.35,    3.70,
  156.5000,   94.35,    3.34,
  156.5000,   92.35,    3.03,
  156.5000,   90.35,    2.80,
  156.5000,   88.35,    2.67,
  156.5000,   86.35,    2.63,
  156.5000,   84.35,    2.57,
  156.5000,   82.35,    2.19,
  156.5000,   80.35,    2.18,
  156.5000,   78.35,    2.18,
  156.5000,   76.35,    2.18,
  156.5000,   74.35,    2.18,
  156.5000,   72.35,    2.18,
  156.5000,   70.35,    2.18,
  156.5000,   68.35,    2.18,
  157.5000,  123.90,  -99.00,
  157.5000,  123.80,   11.18,
  157.5000,  120.35,   10.97,
  157.5000,  118.35,   10.36,
  157.5000,  116.35,    7.91,
  157.5000,  114.35,    5.82,
  157.5000,  112.35,    5.27,
  157.5000,  110.35,    4.79,
  157.5000,  108.35,    4.35,
  157.5000,  106.35,    4.15,
  157.5000,  104.35,    4.15,
  157.5000,  102.35,    4.16,
  157.5000,  100.35,    4.14,
  157.5000,   98.35,    3.98,
  157.5000,   96.35,    3.71,
  157.5000,   94.35,    3.37,
  157.5000,   92.35,    3.04,
  157.5000,   90.35,    2.78,
  157.5000,   88.35,    2.63,
  157.5000,   86.35,    2.57,
  157.5000,   84.35,    2.55,
  157.5000,   82.35,    2.13,
  157.5000,   80.35,    2.13,
  157.5000,   78.35,    2.13,
  157.5000,   76.35,    2.13,
  157.5000,   74.35,    2.13,
  157.5000,   72.35,    2.13,
  157.5000,   70.35,    2.13,
  157.5000,   68.35,    2.13,
  158.5000,  123.90,  -99.00,
  158.5000,  123.80,   11.55,
  158.5000,  120.35,   11.31,
  158.5000,  118.35,   10.79,
  158.5000,  116.35,    8.01,
  158.5000,  114.35,    5.84,
  158.5000,  112.35,    5.23,
  158.5000,  110.35,    4.74,
  158.5000,  108.35,    4.30,
  158.5000,  106.35,    4.09,
  158.5000,  104.35,    4.08,
  158.5000,  102.35,    4.09,
  158.5000,  100.35,    4.11,
  158.5000,   98.35,    4.05,
  158.5000,   96.35,    3.86,
  158.5000,   94.35,    3.56,
  158.5000,   92.35,    3.23,
  158.5000,   90.35,    2.93,
  158.5000,   88.35,    2.69,
  158.5000,   86.35,    2.55,
  158.5000,   84.35,    2.57,
  158.5000,   82.35,    2.30,
  158.5000,   80.35,    2.07,
  158.5000,   78.35,    2.07,
  158.5000,   76.35,    2.07,
  158.5000,   74.35,    2.07,
  158.5000,   72.35,    2.07,
  158.5000,   70.35,    2.07,
  158.5000,   68.35,    2.07,
  159.5000,  123.90,  -99.00,
  159.5000,  123.80,   11.81,
  159.5000,  120.35,   11.63,
  159.5000,  118.35,   11.16,
  159.5000,  116.35,    7.91,
  159.5000,  114.35,    5.60,
  159.5000,  112.35,    5.05,
  159.5000,  110.35,    4.54,
  159.5000,  108.35,    4.15,
  159.5000,  106.35,    4.01,
  159.5000,  104.35,    4.01,
  159.5000,  102.35,    4.04,
  159.5000,  100.35,    4.05,
  159.5000,   98.35,    3.96,
  159.5000,   96.35,    3.72,
  159.5000,   94.35,    3.39,
  159.5000,   92.35,    3.07,
  159.5000,   90.35,    2.80,
  159.5000,   88.35,    2.59,
  159.5000,   86.35,    2.49,
  159.5000,   84.35,    2.50,
  159.5000,   82.35,    2.19,
  159.5000,   80.35,    2.02,
  159.5000,   78.35,    2.02,
  159.5000,   76.35,    2.02,
  159.5000,   74.35,    2.02,
  159.5000,   72.35,    2.02,
  159.5000,   70.35,    2.02,
  159.5000,   68.35,    2.02,
  160.5000,  123.90,  -99.00,
  160.5000,  123.80,   11.62,
  160.5000,  120.35,   11.45,
  160.5000,  118.35,   10.99,
  160.5000,  116.35,    7.70,
  160.5000,  114.35,    5.08,
  160.5000,  112.35,    4.89,
  160.5000,  110.35,    4.39,
  160.5000,  108.35,    4.04,
  160.5000,  106.35,    3.94,
  160.5000,  104.35,    3.96,
  160.5000,  102.35,    3.98,
  160.5000,  100.35,    3.98,
  160.5000,   98.35,    3.83,
  160.5000,   96.35,    3.54,
  160.5000,   94.35,    3.20,
  160.5000,   92.35,    2.89,
  160.5000,   90.35,    2.66,
  160.5000,   88.35,    2.49,
  160.5000,   86.35,    2.42,
  160.5000,   84.35,    2.42,
  160.5000,   82.35,    2.05,
  160.5000,   80.35,    1.97,
  160.5000,   78.35,    1.97,
  160.5000,   76.35,    1.97,
  160.5000,   74.35,    1.97,
  160.5000,   72.35,    1.97,
  160.5000,   70.35,    1.97,
  160.5000,   68.35,    1.97,
  161.5000,  123.90,  -99.00,
  161.5000,  123.80,   11.78,
  161.5000,  120.35,   11.49,
  161.5000,  118.35,   11.14,
  161.5000,  116.35,    7.71,
  161.5000,  114.35,    5.11,
  161.5000,  112.35,    4.90,
  161.5000,  110.35,    4.47,
  161.5000,  108.35,    4.07,
  161.5000,  106.35,    3.89,
  161.5000,  104.35,    3.90,
  161.5000,  102.35,    3.93,
  161.5000,  100.35,    3.93,
  161.5000,   98.35,    3.77,
  161.5000,   96.35,    3.44,
  161.5000,   94.35,    3.07,
  161.5000,   92.35,    2.78,
  161.5000,   90.35,    2.56,
  161.5000,   88.35,    2.40,
  161.5000,   86.35,    2.35,
  161.5000,   84.35,    2.34,
  161.5000,   82.35,    1.93,
  161.5000,   80.35,    1.93,
  161.5000,   78.35,    1.93,
  161.5000,   76.35,    1.93,
  161.5000,   74.35,    1.93,
  161.5000,   72.35,    1.93,
  161.5000,   70.35,    1.93,
  161.5000,   68.35,    1.93,
  162.5000,  123.90,  -99.00,
  162.5000,  123.80,   12.14,
  162.5000,  120.35,   11.94,
  162.5000,  118.35,   11.93,
  162.5000,  116.35,    9.39,
  162.5000,  114.35,    5.57,
  162.5000,  112.35,    4.90,
  162.5000,  110.35,    4.37,
  162.5000,  108.35,    3.92,
  162.5000,  106.35,    3.81,
  162.5000,  104.35,    3.84,
  162.5000,  102.35,    3.88,
  162.5000,  100.35,    3.85,
  162.5000,   98.35,    3.64,
  162.5000,   96.35,    3.28,
  162.5000,   94.35,    2.93,
  162.5000,   92.35,    2.65,
  162.5000,   90.35,    2.46,
  162.5000,   88.35,    2.33,
  162.5000,   86.35,    2.29,
  162.5000,   84.35,    2.27,
  162.5000,   82.35,    1.88,
  162.5000,   80.35,    1.88,
  162.5000,   78.35,    1.88,
  162.5000,   76.35,    1.88,
  162.5000,   74.35,    1.88,
  162.5000,   72.35,    1.88,
  162.5000,   70.35,    1.88,
  162.5000,   68.35,    1.88,
  163.5000,  123.90,  -99.00,
  163.5000,  123.80,   12.47,
  163.5000,  120.35,   11.79,
  163.5000,  118.35,    9.77,
  163.5000,  116.35,    6.52,
  163.5000,  114.35,    4.58,
  163.5000,  112.35,    4.61,
  163.5000,  110.35,    4.12,
  163.5000,  108.35,    3.79,
  163.5000,  106.35,    3.72,
  163.5000,  104.35,    3.73,
  163.5000,  102.35,    3.78,
  163.5000,  100.35,    3.83,
  163.5000,   98.35,    3.81,
  163.5000,   96.35,    3.63,
  163.5000,   94.35,    3.29,
  163.5000,   92.35,    2.93,
  163.5000,   90.35,    2.63,
  163.5000,   88.35,    2.41,
  163.5000,   86.35,    2.27,
  163.5000,   84.35,    2.29,
  163.5000,   82.35,    2.10,
  163.5000,   80.35,    1.83,
  163.5000,   78.35,    1.83,
  163.5000,   76.35,    1.83,
  163.5000,   74.35,    1.83,
  163.5000,   72.35,    1.83,
  163.5000,   70.35,    1.83,
  163.5000,   68.35,    1.83,
  164.5000,  123.90,  -99.00,
  164.5000,  123.80,   12.35,
  164.5000,  120.35,   11.62,
  164.5000,  118.35,    9.54,
  164.5000,  116.35,    6.94,
  164.5000,  114.35,    5.03,
  164.5000,  112.35,    4.63,
  164.5000,  110.35,    4.12,
  164.5000,  108.35,    3.71,
  164.5000,  106.35,    3.64,
  164.5000,  104.35,    3.69,
  164.5000,  102.35,    3.75,
  164.5000,  100.35,    3.76,
  164.5000,   98.35,    3.64,
  164.5000,   96.35,    3.31,
  164.5000,   94.35,    2.92,
  164.5000,   92.35,    2.59,
  164.5000,   90.35,    2.37,
  164.5000,   88.35,    2.22,
  164.5000,   86.35,    2.18,
  164.5000,   84.35,    2.15,
  164.5000,   82.35,    1.79,
  164.5000,   80.35,    1.79,
  164.5000,   78.35,    1.79,
  164.5000,   76.35,    1.79,
  164.5000,   74.35,    1.79,
  164.5000,   72.35,    1.79,
  164.5000,   70.35,    1.79,
  164.5000,   68.35,    1.79,
  165.5000,  123.90,  -99.00,
  165.5000,  123.80,   12.62,
  165.5000,  120.35,   12.38,
  165.5000,  118.35,   10.62,
  165.5000,  116.35,    7.54,
  165.5000,  114.35,    5.22,
  165.5000,  112.35,    4.48,
  165.5000,  110.35,    3.94,
  165.5000,  108.35,    3.58,
  165.5000,  106.35,    3.57,
  165.5000,  104.35,    3.62,
  165.5000,  102.35,    3.69,
  165.5000,  100.35,    3.71,
  165.5000,   98.35,    3.60,
  165.5000,   96.35,    3.27,
  165.5000,   94.35,    2.87,
  165.5000,   92.35,    2.52,
  165.5000,   90.35,    2.28,
  165.5000,   88.35,    2.14,
  165.5000,   86.35,    2.11,
  165.5000,   84.35,    2.07,
  165.5000,   82.35,    1.72,
  165.5000,   80.35,    1.72,
  165.5000,   78.35,    1.72,
  165.5000,   76.35,    1.72,
  165.5000,   74.35,    1.72,
  165.5000,   72.35,    1.72,
  165.5000,   70.35,    1.72,
  165.5000,   68.35,    1.72,
  166.5000,  123.90,  -99.00,
  166.5000,  123.80,   12.48,
  166.5000,  120.35,   12.44,
  166.5000,  118.35,   12.46,
  166.5000,  116.35,   10.01,
  166.5000,  114.35,    6.02,
  166.5000,  112.35,    4.41,
  166.5000,  110.35,    3.87,
  166.5000,  108.35,    3.53,
  166.5000,  106.35,    3.46,
  166.5000,  104.35,    3.46,
  166.5000,  102.35,    3.53,
  166.5000,  100.35,    3.62,
  166.5000,   98.35,    3.66,
  166.5000,   96.35,    3.58,
  166.5000,   94.35,    3.26,
  166.5000,   92.35,    2.84,
  166.5000,   90.35,    2.47,
  166.5000,   88.35,    2.20,
  166.5000,   86.35,    2.09,
  166.5000,   84.35,    2.10,
  166.5000,   82.35,    1.85,
  166.5000,   80.35,    1.66,
  166.5000,   78.35,    1.66,
  166.5000,   76.35,    1.66,
  166.5000,   74.35,    1.66,
  166.5000,   72.35,    1.66,
  166.5000,   70.35,    1.66,
  166.5000,   68.35,    1.66,
  167.5000,  123.90,  -99.00,
  167.5000,  123.80,   11.96,
  167.5000,  120.35,   12.11,
  167.5000,  118.35,   12.15,
  167.5000,  116.35,    9.95,
  167.5000,  114.35,    4.94,
  167.5000,  112.35,    4.03,
  167.5000,  110.35,    3.67,
  167.5000,  108.35,    3.40,
  167.5000,  106.35,    3.38,
  167.5000,  104.35,    3.44,
  167.5000,  102.35,    3.53,
  167.5000,  100.35,    3.57,
  167.5000,   98.35,    3.52,
  167.5000,   96.35,    3.28,
  167.5000,   94.35,    2.90,
  167.5000,   92.35,    2.53,
  167.5000,   90.35,    2.24,
  167.5000,   88.35,    2.06,
  167.5000,   86.35,    2.00,
  167.5000,   84.35,    1.95,
  167.5000,   82.35,    1.73,
  167.5000,   80.35,    1.62,
  167.5000,   78.35,    1.62,
  167.5000,   76.35,    1.62,
  167.5000,   74.35,    1.62,
  167.5000,   72.35,    1.62,
  167.5000,   70.35,    1.62,
  167.5000,   68.35,    1.62,
  168.5000,  123.90,  -99.00,
  168.5000,  123.80,   11.35,
  168.5000,  120.35,   11.49,
  168.5000,  118.35,   11.53,
  168.5000,  116.35,   10.28,
  168.5000,  114.35,    4.80,
  168.5000,  112.35,    4.00,
  168.5000,  110.35,    3.71,
  168.5000,  108.35,    3.37,
  168.5000,  106.35,    3.32,
  168.5000,  104.35,    3.39,
  168.5000,  102.35,    3.48,
  168.5000,  100.35,    3.50,
  168.5000,   98.35,    3.37,
  168.5000,   96.35,    3.03,
  168.5000,   94.35,    2.63,
  168.5000,   92.35,    2.30,
  168.5000,   90.35,    2.07,
  168.5000,   88.35,    1.95,
  168.5000,   86.35,    1.90,
  168.5000,   84.35,    1.82,
  168.5000,   82.35,    1.61,
  168.5000,   80.35,    1.56,
  168.5000,   78.35,    1.56,
  168.5000,   76.35,    1.56,
  168.5000,   74.35,    1.56,
  168.5000,   72.35,    1.56,
  168.5000,   70.35,    1.56,
  168.5000,   68.35,    1.56,
  169.5000,  123.90,  -99.00,
  169.5000,  123.80,   11.03,
  169.5000,  120.35,   10.94,
  169.5000,  118.35,   10.54,
  169.5000,  116.35,    7.89,
  169.5000,  114.35,    4.00,
  169.5000,  112.35,    3.74,
  169.5000,  110.35,    3.49,
  169.5000,  108.35,    3.24,
  169.5000,  106.35,    3.24,
  169.5000,  104.35,    3.31,
  169.5000,  102.35,    3.41,
  169.5000,  100.35,    3.44,
  169.5000,   98.35,    3.40,
  169.5000,   96.35,    3.13,
  169.5000,   94.35,    2.74,
  169.5000,   92.35,    2.37,
  169.5000,   90.35,    2.10,
  169.5000,   88.35,    1.93,
  169.5000,   86.35,    1.87,
  169.5000,   84.35,    1.83,
  169.5000,   82.35,    1.55,
  169.5000,   80.35,    1.52,
  169.5000,   78.35,    1.52,
  169.5000,   76.35,    1.52,
  169.5000,   74.35,    1.52,
  169.5000,   72.35,    1.52,
  169.5000,   70.35,    1.52,
  169.5000,   68.35,    1.52,
  170.5000,  123.90,  -99.00,
  170.5000,  123.80,   10.87,
  170.5000,  120.35,   10.74,
  170.5000,  118.35,   10.46,
  170.5000,  116.35,    7.88,
  170.5000,  114.35,    4.43,
  170.5000,  112.35,    3.77,
  170.5000,  110.35,    3.37,
  170.5000,  108.35,    3.16,
  170.5000,  106.35,    3.18,
  170.5000,  104.35,    3.27,
  170.5000,  102.35,    3.36,
  170.5000,  100.35,    3.38,
  170.5000,   98.35,    3.31,
  170.5000,   96.35,    3.02,
  170.5000,   94.35,    2.63,
  170.5000,   92.35,    2.29,
  170.5000,   90.35,    2.04,
  170.5000,   88.35,    1.88,
  170.5000,   86.35,    1.82,
  170.5000,   84.35,    1.79,
  170.5000,   82.35,    1.48,
  170.5000,   80.35,    1.48,
  170.5000,   78.35,    1.48,
  170.5000,   76.35,    1.48,
  170.5000,   74.35,    1.48,
  170.5000,   72.35,    1.48,
  170.5000,   70.35,    1.48,
  170.5000,   68.35,    1.48,
  171.5000,  123.90,  -99.00,
  171.5000,  123.80,   10.65,
  171.5000,  120.35,   10.47,
  171.5000,  118.35,    9.64,
  171.5000,  116.35,    7.18,
  171.5000,  114.35,    4.39,
  171.5000,  112.35,    3.59,
  171.5000,  110.35,    3.25,
  171.5000,  108.35,    3.06,
  171.5000,  106.35,    3.05,
  171.5000,  104.35,    3.10,
  171.5000,  102.35,    3.22,
  171.5000,  100.35,    3.31,
  171.5000,   98.35,    3.33,
  171.5000,   96.35,    3.16,
  171.5000,   94.35,    2.77,
  171.5000,   92.35,    2.36,
  171.5000,   90.35,    2.06,
  171.5000,   88.35,    1.86,
  171.5000,   86.35,    1.78,
  171.5000,   84.35,    1.78,
  171.5000,   82.35,    1.53,
  171.5000,   80.35,    1.41,
  171.5000,   78.35,    1.41,
  171.5000,   76.35,    1.41,
  171.5000,   74.35,    1.41,
  171.5000,   72.35,    1.41,
  171.5000,   70.35,    1.41,
  171.5000,   68.35,    1.41,
  172.5000,  123.89,  -99.00,
  172.5000,  123.79,   10.40,
  172.5000,  120.35,   10.38,
  172.5000,  118.35,    9.97,
  172.5000,  116.35,    7.35,
  172.5000,  114.35,    4.42,
  172.5000,  112.35,    3.28,
  172.5000,  110.35,    3.04,
  172.5000,  108.35,    2.94,
  172.5000,  106.35,    2.97,
  172.5000,  104.35,    3.08,
  172.5000,  102.35,    3.21,
  172.5000,  100.35,    3.26,
  172.5000,   98.35,    3.22,
  172.5000,   96.35,    2.93,
  172.5000,   94.35,    2.49,
  172.5000,   92.35,    2.11,
  172.5000,   90.35,    1.86,
  172.5000,   88.35,    1.73,
  172.5000,   86.35,    1.69,
  172.5000,   84.35,    1.63,
  172.5000,   82.35,    1.41,
  172.5000,   80.35,    1.37,
  172.5000,   78.35,    1.37,
  172.5000,   76.35,    1.37,
